Date : 2024-10-28 23:41:18
Directory : d:\projects\flutter\49-mobile-app
Total : 2882 files,  236190 codes, 35878 comments, 25383 blanks, all 297451 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
+-----------------+------------+------------+------------+------------+------------+
| Dart            |      2,754 |    230,046 |     35,769 |     25,177 |    290,992 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\twitter\presentation\widgets\twitter_comment_card.dart                                                                                            | Dart            |        249 |          0 |          7 |        256 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\twitter\presentation\widgets\twitter_comment_replied.dart                                                                                         | Dart            |        208 |          0 |          6 |        214 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\twitter\presentation\widgets\twitter_post_card.dart                                                                                               | Dart            |        495 |         47 |         17 |        559 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\twitter\presentation\widgets\twitter_post_comments.dart                                                                                           | Dart            |        274 |          2 |          9 |        285 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\twitter\presentation\widgets\twitter_reply_card.dart                                                                                              | Dart            |        237 |          0 |          8 |        245 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\voice_meeting\presentation\bloc\voice_meeting_bloc.dart                                                                                           | Dart            |         10 |          1 |          3 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\voice_meeting\presentation\bloc\voice_meeting_event.dart                                                                                          | Dart            |          6 |          0 |          3 |          9 |
| d:\projects\flutter\49-mobile-app\lib\features\social_media\voice_meeting\presentation\bloc\voice_meeting_state.dart                                                                                          | Dart            |          7 |          0 |          4 |         11 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\data\data_source\star_remote_data_source.dart                                                                                                     | Dart            |         64 |          0 |         14 |         78 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\data\model\star_model.dart                                                                                                                        | Dart            |         35 |          0 |          3 |         38 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\data\model\user_star_model.dart                                                                                                                   | Dart            |         20 |          0 |          3 |         23 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\data\repository\star_repository_impl.dart                                                                                                         | Dart            |         26 |          0 |          6 |         32 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\entity\star_entity.dart                                                                                                                    | Dart            |         30 |          0 |          3 |         33 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\entity\user_star_entity.dart                                                                                                               | Dart            |         15 |          0 |          2 |         17 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\repository\star_repository.dart                                                                                                            | Dart            |         10 |          0 |          2 |         12 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\use_case\delete_my_star_use_case.dart                                                                                                      | Dart            |         12 |          0 |          4 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\use_case\fetch_all_star_use_case.dart                                                                                                      | Dart            |         13 |          0 |          3 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\use_case\fetch_myl_star_use_case.dart                                                                                                      | Dart            |         13 |          0 |          3 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\domain\use_case\upload_my_star_use_case.dart                                                                                                      | Dart            |         24 |          0 |          7 |         31 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\presentation\controller\cubit\star_cubit.dart                                                                                                     | Dart            |        124 |          7 |         17 |        148 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\presentation\controller\cubit\star_state.dart                                                                                                     | Dart            |         25 |          0 |          5 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\presentation\pages\be_star_view.dart                                                                                                              | Dart            |         64 |          4 |          4 |         72 |
| d:\projects\flutter\49-mobile-app\lib\features\star_feature\presentation\pages\widgets\floating_action_button_star.dart                                                                                       | Dart            |         16 |          6 |          3 |         25 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\data\datasources\subcategories_remote_datasource.dart                                                                                            | Dart            |         56 |          0 |         10 |         66 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\data\models\sub_category_model.dart                                                                                                              | Dart            |         32 |          0 |          5 |         37 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\data\repositories\subcategories_repo_impl.dart                                                                                                   | Dart            |         27 |          0 |          7 |         34 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\entities\sub_category_entity.dart                                                                                                         | Dart            |         16 |          0 |          2 |         18 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\repositories\subcategories_repo.dart                                                                                                      | Dart            |         11 |          0 |          3 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\usecases\delete_favorite_category_use_case.dart                                                                                           | Dart            |         12 |          0 |          4 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\usecases\get_sub_categories_use_case.dart                                                                                                 | Dart            |         25 |          0 |          5 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\usecases\toggle_favorite_category.dart                                                                                                    | Dart            |         12 |          0 |          4 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\domain\usecases\toggle_favorite_subcategory.dart                                                                                                 | Dart            |         12 |          0 |          4 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\presentation\cubit\subcategories_cubit.dart                                                                                                      | Dart            |         47 |          1 |          9 |         57 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\presentation\cubit\subcategories_state.dart                                                                                                      | Dart            |         27 |          0 |          5 |         32 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\presentation\pages\subcategories_view.dart                                                                                                       | Dart            |         64 |          0 |          7 |         71 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\presentation\widgets\subcategory_card.dart                                                                                                       | Dart            |        115 |          0 |          5 |        120 |
| d:\projects\flutter\49-mobile-app\lib\features\subcategories\presentation\widgets\subcategory_card_selected.dart                                                                                              | Dart            |         94 |         34 |          5 |        133 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\data\datasources\subscribe_remote_datasource.dart                                                                                                    | Dart            |         58 |          0 |         10 |         68 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\data\models\subscribtion_plans_model.dart                                                                                                            | Dart            |         10 |          0 |          2 |         12 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\data\models\subscription_amount_model.dart                                                                                                           | Dart            |         16 |          0 |          3 |         19 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\data\repositories\subscribtion_plans_repo_impl.dart                                                                                                  | Dart            |         30 |          0 |          9 |         39 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\entities\subscription_amount_entity.dart                                                                                                      | Dart            |         12 |          0 |          2 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\entities\subscription_plans_entity.dart                                                                                                       | Dart            |          8 |          0 |          1 |          9 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\repositories\subscription_plans_repo.dart                                                                                                     | Dart            |         14 |          0 |          3 |         17 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\usecases\check_if_user_subscribed_usecase.dart                                                                                                | Dart            |         12 |          0 |          2 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\usecases\get_active_subscription_amounts.dart                                                                                                 | Dart            |         15 |          0 |          4 |         19 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\usecases\get_subscription_plans_usecase.dart                                                                                                  | Dart            |         14 |          0 |          2 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\domain\usecases\subscribe_usecase.dart                                                                                                               | Dart            |         30 |          0 |          3 |         33 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\presentation\controllers\subscription_controller.dart                                                                                                | Dart            |        133 |          5 |         15 |        153 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\presentation\widgets\amounts.dart                                                                                                                    | Dart            |         93 |          1 |          7 |        101 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\presentation\widgets\subscription_plans.dart                                                                                                         | Dart            |        302 |         12 |         21 |        335 |
| d:\projects\flutter\49-mobile-app\lib\features\subscripe\presentation\widgets\wallets.dart                                                                                                                    | Dart            |         20 |          0 |          3 |         23 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\car_brand_model.dart                                                                                                   | Dart            |         14 |          1 |          4 |         19 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\car_type_model.dart                                                                                                    | Dart            |         14 |          1 |          4 |         19 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\car_year_type_model.dart                                                                                               | Dart            |         19 |          1 |          4 |         24 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\address_component.dart                                                                                  | Dart            |         27 |          6 |          8 |         41 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\geometry.dart                                                                                           | Dart            |         31 |          6 |          9 |         46 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\location.dart                                                                                           | Dart            |         20 |          6 |          8 |         34 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\location_model.dart                                                                                     | Dart            |         52 |          6 |         10 |         68 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\northeast.dart                                                                                          | Dart            |         20 |          6 |          8 |         34 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\southwest.dart                                                                                          | Dart            |         20 |          6 |          8 |         34 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\location_model\viewport.dart                                                                                           | Dart            |         28 |          6 |          9 |         43 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\models\trip_join_model.dart                                                                                                   | Dart            |         28 |          0 |          5 |         33 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\remote_data_source\fetch_location_remote_datasource.dart                                                                      | Dart            |         39 |          1 |          4 |         44 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\remote_data_source\trip_join_remote_datasource.dart                                                                           | Dart            |        134 |          2 |         14 |        150 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\repo\trip_join_google_api_repo_imp.dart                                                                                       | Dart            |         15 |          0 |          3 |         18 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\data\repo\trip_join_repo_imp.dart                                                                                                  | Dart            |         46 |          0 |          7 |         53 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\car_brand_entity.dart                                                                                              | Dart            |          6 |          1 |          3 |         10 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\car_model_entity.dart                                                                                              | Dart            |          6 |          1 |          3 |         10 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\car_year_type_entity.dart                                                                                          | Dart            |         10 |          0 |          2 |         12 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\location_entity.dart                                                                                               | Dart            |         13 |          0 |          3 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\trip_info_entity.dart                                                                                              | Dart            |         14 |          1 |          1 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\entities\trip_join_publish_param.dart                                                                                       | Dart            |        104 |          2 |          6 |        112 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\repo\trip_join_google_api_repo.dart                                                                                         | Dart            |          7 |          0 |          2 |          9 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\repo\trip_join_repo.dart                                                                                                    | Dart            |         22 |          0 |          2 |         24 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\fetch_car_brand_usecase.dart                                                                                       | Dart            |         11 |          0 |          3 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\fetch_car_model_usecase.dart                                                                                       | Dart            |         11 |          0 |          3 |         14 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\fetch_car_year_type_usecase.dart                                                                                   | Dart            |         12 |          0 |          3 |         15 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\fetch_location_cordinates_usecase.dart                                                                             | Dart            |         15 |          1 |          4 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\fetch_price_distance_usecase.dart                                                                                  | Dart            |         18 |          0 |          3 |         21 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\domain\usecases\publish_trip_join_usecase.dart                                                                                     | Dart            |         13 |          0 |          3 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\destination_location\destination_location_cubit.dart                                                           | Dart            |         39 |          1 |          6 |         46 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\destination_location\destination_location_state.dart                                                           | Dart            |         16 |          0 |          9 |         25 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_brands\fetch_car_brands_cubit.dart                                                                   | Dart            |         30 |          0 |          3 |         33 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_brands\fetch_car_brands_state.dart                                                                   | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_models\fetch_car_models_cubit.dart                                                                   | Dart            |         29 |          1 |          3 |         33 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_models\fetch_car_models_state.dart                                                                   | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_year_type\fetch_car_year_type_cubit.dart                                                             | Dart            |         36 |          1 |          3 |         40 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_car_year_type\fetch_car_year_type_state.dart                                                             | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_price_distance\fetch_price_distance_cubit.dart                                                           | Dart            |         35 |          1 |          3 |         39 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\fetch_price_distance\fetch_price_distance_state.dart                                                           | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\publish_trip_join\publish_trip_join_cubit.dart                                                                 | Dart            |         30 |          1 |          4 |         35 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\publish_trip_join\publish_trip_join_state.dart                                                                 | Dart            |          9 |          0 |          7 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\starting_location\starting_location_cubit.dart                                                                 | Dart            |         38 |          1 |          5 |         44 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\starting_location\starting_location_state.dart                                                                 | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\trip_join_view\trip_join_view_cubit.dart                                                                       | Dart            |         19 |          0 |          5 |         24 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\cubits\trip_join_view\trip_join_view_state.dart                                                                       | Dart            |         13 |          0 |          7 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\trip_join_view.dart                                                                                             | Dart            |         23 |         13 |          3 |         39 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\button.dart                                                                                             | Dart            |         42 |          0 |          2 |         44 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\car_info_v2.dart                                                                                        | Dart            |        134 |          7 |          7 |        148 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\card.dart                                                                                               | Dart            |         48 |          1 |          2 |         51 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\card_title_and_info.dart                                                                                | Dart            |         19 |          0 |          2 |         21 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\custom_row_v2.dart                                                                                      | Dart            |         28 |          0 |          2 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\date_time_picker_v2.dart                                                                                | Dart            |         76 |          2 |          8 |         86 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\destination_position_suggesstion.dart                                                                   | Dart            |          0 |          0 |          2 |          2 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\destination_text_field_and_find_button.dart                                                             | Dart            |        122 |          5 |         11 |        138 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\distance_and_price_per_person_v2.dart                                                                   | Dart            |         43 |          0 |          4 |         47 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\driver_phone_number.dart                                                                                | Dart            |         28 |          0 |          3 |         31 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\driver_phone_number_v2.dart                                                                             | Dart            |         56 |          1 |          8 |         65 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\illustration_image.dart                                                                                 | Dart            |         18 |          0 |          3 |         21 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\pick_date_time_widget.dart                                                                              | Dart            |        123 |          0 |          7 |        130 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\publish_button_v2.dart                                                                                  | Dart            |        128 |          2 |          6 |        136 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\repeated_check_box.dart                                                                                 | Dart            |         35 |          0 |          4 |         39 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\seats_number.dart                                                                                       | Dart            |         60 |          0 |          4 |         64 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\select_seat_and_repeat_v2.dart                                                                          | Dart            |         65 |          0 |          6 |         71 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\start_text_field_and_find_button.dart                                                                   | Dart            |        121 |         49 |          9 |        179 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\starting_point_suggestion.dart                                                                          | Dart            |          0 |          0 |          2 |          2 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\total_price_v2.dart                                                                                     | Dart            |         51 |          0 |          4 |         55 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\trip_and_car_information_v2.dart                                                                        | Dart            |         44 |          0 |          5 |         49 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\trip_join_body.dart                                                                                     | Dart            |         59 |          5 |          5 |         69 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\trip_join_google_map.dart                                                                               | Dart            |        198 |          3 |         17 |        218 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\trip_join_notes.dart                                                                                    | Dart            |         27 |          0 |          3 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\trip_join_static_map.dart                                                                               | Dart            |          0 |         19 |          3 |         22 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\upload_button_and_info.dart                                                                             | Dart            |         64 |          1 |          3 |         68 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\upload_documents.dart                                                                                   | Dart            |         49 |          0 |          3 |         52 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\upload_image_button_sheet.dart                                                                          | Dart            |        116 |          0 |          3 |        119 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\upload_image_info.dart                                                                                  | Dart            |         42 |          0 |          2 |         44 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\upload_image_popup.dart                                                                                 | Dart            |         87 |          0 |          2 |         89 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\add_new_trip_join\presentation\views\widgets\welcome_text.dart                                                                                       | Dart            |         22 |          1 |          2 |         25 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\data\repo\trip_join_repo_imp.dart                                                                                                                    | Dart            |          0 |          0 |          2 |          2 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\helpers\print_helper.dart                                                                                                                            | Dart            |         22 |          4 |          6 |         32 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\notifications\data\models\trip_join_request_model\trip_info.dart                                                                                     | Dart            |        104 |          0 |          5 |        109 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\notifications\data\models\trip_join_request_model\trip_join_request_model.dart                                                                       | Dart            |         71 |          0 |          7 |         78 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\notifications\presentation\views\request_trip_join_notification.dart                                                                                 | Dart            |        122 |          0 |          7 |        129 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\notifications\presentation\views\widgets\trip_join_request_notification_widget.dart                                                                  | Dart            |        248 |          0 |          5 |        253 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\presentation\views\widgets\trip_join_google_map.dart                                                                                                 | Dart            |          0 |          0 |          2 |          2 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\datasource\trip_join_request_history_remote_datasource.dart                                                          | Dart            |        105 |          2 |         11 |        118 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\category_id.dart                                                                      | Dart            |         23 |          0 |          5 |         28 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\profile_picture_key.dart                                                              | Dart            |         17 |          0 |          5 |         22 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\trip_join_request_model.dart                                                          | Dart            |        133 |          0 |          6 |        139 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\user_id.dart                                                                          | Dart            |         24 |          0 |          6 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\user_profile.dart                                                                     | Dart            |         24 |          0 |          6 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\trip_join_request_model\vehicle_id.dart                                                                       | Dart            |         18 |          0 |          5 |         23 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\tripjoin_request_history_model\tripjoin_request_history_model.dart                                            | Dart            |         48 |          0 |          7 |         55 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\models\tripjoin_request_history_model\user_id.dart                                                                   | Dart            |         24 |          0 |          5 |         29 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\data\repo\trip_join_request_history_repo_impl.dart                                                                        | Dart            |         29 |          1 |          4 |         34 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\entities\tripjoin_request_entity.dart                                                                              | Dart            |         44 |          1 |          2 |         47 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\entities\tripjoin_request_history_entity.dart                                                                      | Dart            |         26 |          1 |          2 |         29 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\repo\trip_join_request_history_repo.dart                                                                           | Dart            |         11 |          0 |          2 |         13 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\usecases\delet_trip_usecase.dart                                                                                   | Dart            |         10 |          0 |          3 |         13 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\usecases\fetch_ty_trip_join_ads_usecase.dart                                                                       | Dart            |         14 |          1 |          3 |         18 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\domain\usecases\get_request_usecase.dart                                                                                  | Dart            |         12 |          0 |          3 |         15 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\delete_trips\delete_trips_cubit.dart                                                                  | Dart            |         22 |          0 |          3 |         25 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\delete_trips\delete_trips_state.dart                                                                  | Dart            |          9 |          0 |          7 |         16 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\fetch_my_trip_join_ads\fetch_my_trip_join_ads_cubit.dart                                              | Dart            |         27 |          0 |          4 |         31 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\fetch_my_trip_join_ads\fetch_my_trip_join_ads_state.dart                                              | Dart            |         12 |          0 |          7 |         19 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\get_request\get_request_cubit.dart                                                                    | Dart            |         26 |          0 |          4 |         30 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\cubits\get_request\get_request_state.dart                                                                    | Dart            |         12 |          0 |          8 |         20 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\pages\tripjoin_request_history_view.dart                                                                     | Dart            |         43 |          0 |          5 |         48 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\pages\tripjoin_request_view.dart                                                                             | Dart            |         44 |          0 |          3 |         47 |
| d:\projects\flutter\49-mobile-app\lib\features\trip_join\trip_join_requests_history\presentation\widgets\trip_join_request_body.dart                                                                          | Dart            |          9 |          0 |          3 |         12 |
